application_id: 1	name: MCS_distance_20.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
4237	7	1	2	212	1	1	12532.8681521	12500.2025087	1	1	1	1	1	14.1748126022	1	1	1	1
4238	8	1	2	212	1	1	12524.4973338	12478.4670757	1	1	1	1	1	12.4245229851	1	1	1	1
4239	9	1	2	212	1	1	12520.7865649	12504.9904788	1	1	1	1	1	9.6192207203	1	1	1	1
4240	10	1	2	212	1	1	12527.7258871	12499.1828691	1	1	1	1	1	8.70991499522	1	1	1	1
4241	1	1	1	213	1	1	12528.7006531	12497.2158402	1	1	1	1	1	11.3409359726	1	1	1	1
4242	2	1	1	213	1	1	12494.0111967	12515.1944283	1	1	1	1	1	12.013197539	1	1	1	1
4243	3	1	1	213	1	1	12503.5195751	12504.5718903	1	1	1	1	1	6.60302075943	1	1	1	1
4244	4	1	1	213	1	1	12510.6445653	12494.6715706	1	1	1	1	1	12.1953515629	1	1	1	1
4245	5	1	1	213	1	1	12509.0301276	12492.1008178	1	1	1	1	1	5.63765091382	1	1	1	1
4246	6	1	1	213	1	1	12490.3200767	12500.3110942	1	1	1	1	1	11.8308095725	1	1	1	1
4247	7	1	1	213	1	1	12490.7691893	12489.567757	1	1	1	1	1	8.00277595161	1	1	1	1
4248	8	1	1	213	1	1	12489.5337186	12493.7099753	1	1	1	1	1	8.48630179697	1	1	1	1
4249	9	1	1	213	1	1	12489.9514098	12500.1764868	1	1	1	1	1	9.72269924032	1	1	1	1
4250	10	1	1	213	1	1	12505.4761661	12516.7358814	1	1	1	1	1	10.1010825689	1	1	1	1
4251	1	1	2	213	1	1	12514.7123505	12489.7842294	1	1	1	1	1	8.71892758904	1	1	1	1
4252	2	1	2	213	1	1	12546.0378029	12498.9728292	1	1	1	1	1	11.6097321207	1	1	1	1
4253	3	1	2	213	1	1	12515.5854874	12524.5829377	1	1	1	1	1	12.1828909252	1	1	1	1
4254	4	1	2	213	1	1	12515.327317	12494.6026899	1	1	1	1	1	5.62605529048	1	1	1	1
4255	5	1	2	213	1	1	12512.4135895	12473.5920274	1	1	1	1	1	13.8190410471	1	1	1	1
4256	6	1	2	213	1	1	12508.1248227	12509.3800093	1	1	1	1	1	8.57976968549	1	1	1	1
4257	7	1	2	213	1	1	12520.1746088	12505.8071657	1	1	1	1	1	8.85089779324	1	1	1	1
4258	8	1	2	213	1	1	12517.3405458	12500.8605428	1	1	1	1	1	12.5679101769	1	1	1	1
4259	9	1	2	213	1	1	12529.1392196	12497.1287079	1	1	1	1	1	10.4350833721	1	1	1	1
4260	10	1	2	213	1	1	12512.1418577	12490.3804494	1	1	1	1	1	11.196362298	1	1	1	1
4261	1	1	1	214	1	1	12505.9155258	12492.0442727	1	1	1	1	1	10.5549724436	1	1	1	1
4262	2	1	1	214	1	1	12533.1650033	12511.1998984	1	1	1	1	1	10.9624917125	1	1	1	1
4263	3	1	1	214	1	1	12493.1084069	12506.9372235	1	1	1	1	1	9.78325586496	1	1	1	1
4264	4	1	1	214	1	1	12510.2980511	12501.3121077	1	1	1	1	1	9.98120531633	1	1	1	1
4265	5	1	1	214	1	1	12483.9000293	12512.0017615	1	1	1	1	1	11.0540448381	1	1	1	1
4266	6	1	1	214	1	1	12490.3456749	12478.0240724	1	1	1	1	1	9.66559545027	1	1	1	1
4267	7	1	1	214	1	1	12500.8576986	12480.0985453	1	1	1	1	1	11.114440451	1	1	1	1
4268	8	1	1	214	1	1	12529.1377499	12492.9273399	1	1	1	1	1	11.0179619504	1	1	1	1
4269	9	1	1	214	1	1	12506.9774089	12483.2819827	1	1	1	1	1	11.9476637612	1	1	1	1
4270	10	1	1	214	1	1	12504.6315004	12493.8432328	1	1	1	1	1	8.5297027258	1	1	1	1
4271	1	1	2	214	1	1	12512.1943104	12498.2611711	1	1	1	1	1	9.93993911514	1	1	1	1
4272	2	1	2	214	1	1	12530.1369676	12494.9583278	1	1	1	1	1	8.42358633849	1	1	1	1
4273	3	1	2	214	1	1	12512.6443544	12502.9774719	1	1	1	1	1	8.11944208702	1	1	1	1
4274	4	1	2	214	1	1	12520.0140977	12491.0524491	1	1	1	1	1	9.83961363834	1	1	1	1
4275	5	1	2	214	1	1	12511.6911777	12519.0258705	1	1	1	1	1	10.203710481	1	1	1	1
4276	6	1	2	214	1	1	12517.4855348	12497.0445041	1	1	1	1	1	5.93470812977	1	1	1	1
4277	7	1	2	214	1	1	12528.6546274	12498.1756606	1	1	1	1	1	14.0533326133	1	1	1	1
4278	8	1	2	214	1	1	12514.9763811	12504.0877161	1	1	1	1	1	8.48646034835	1	1	1	1
4279	9	1	2	214	1	1	12519.4056565	12508.5514565	1	1	1	1	1	8.96014202787	1	1	1	1
4280	10	1	2	214	1	1	12514.5155436	12504.7284477	1	1	1	1	1	7.63508642282	1	1	1	1
4281	1	1	1	215	1	1	12484.3817183	12479.721661	1	1	1	1	1	12.5108625927	1	1	1	1
4282	2	1	1	215	1	1	12494.2538228	12502.4310045	1	1	1	1	1	9.32876361565	1	1	1	1
4283	3	1	1	215	1	1	12482.3823892	12493.3135832	1	1	1	1	1	12.0421538653	1	1	1	1
4284	4	1	1	215	1	1	12493.7865996	12491.4531596	1	1	1	1	1	10.1010332795	1	1	1	1
4285	5	1	1	215	1	1	12504.8061241	12485.6086981	1	1	1	1	1	9.02975927637	1	1	1	1
4286	6	1	1	215	1	1	12518.3374131	12501.6370518	1	1	1	1	1	11.9291961434	1	1	1	1
4287	7	1	1	215	1	1	12496.8912494	12482.0090477	1	1	1	1	1	9.17832575758	1	1	1	1
4288	8	1	1	215	1	1	12493.8412662	12510.1897912	1	1	1	1	1	11.6180763177	1	1	1	1
4289	9	1	1	215	1	1	12499.638512	12507.2253616	1	1	1	1	1	8.96980375554	1	1	1	1
4290	10	1	1	215	1	1	12496.7191423	12492.9901164	1	1	1	1	1	7.76188571002	1	1	1	1
4291	1	1	2	215	1	1	12511.034044	12485.8959473	1	1	1	1	1	9.97336171603	1	1	1	1
4292	2	1	2	215	1	1	12508.7232227	12497.7674901	1	1	1	1	1	7.90833119943	1	1	1	1
4293	3	1	2	215	1	1	12536.0458587	12491.6813595	1	1	1	1	1	12.9839402473	1	1	1	1
4294	4	1	2	215	1	1	12517.1766998	12499.9423723	1	1	1	1	1	7.97862507373	1	1	1	1
4295	5	1	2	215	1	1	12515.6466966	12500.617644	1	1	1	1	1	7.28238958856	1	1	1	1
4296	6	1	2	215	1	1	12523.5036501	12496.335348	1	1	1	1	1	8.02540621691	1	1	1	1
4297	7	1	2	215	1	1	12510.7655951	12497.7460874	1	1	1	1	1	8.65910369882	1	1	1	1
4298	8	1	2	215	1	1	12514.5729894	12500.023984	1	1	1	1	1	13.1384994631	1	1	1	1
4299	9	1	2	215	1	1	12508.3479094	12511.289138	1	1	1	1	1	7.85443088662	1	1	1	1
4300	10	1	2	215	1	1	12508.7977673	12453.6323628	1	1	1	1	1	14.1917154898	1	1	1	1
4301	1	1	1	216	1	1	12498.6363166	12487.4684461	1	1	1	1	1	10.1506553639	1	1	1	1
4302	2	1	1	216	1	1	12507.2075444	12505.8527355	1	1	1	1	1	10.6016718557	1	1	1	1
4303	3	1	1	216	1	1	12485.1304889	12490.423004	1	1	1	1	1	11.5211046524	1	1	1	1
4304	4	1	1	216	1	1	12490.6074162	12503.651162	1	1	1	1	1	12.6889183785	1	1	1	1
4305	5	1	1	216	1	1	12495.07144	12503.7498157	1	1	1	1	1	6.78151130529	1	1	1	1
4306	6	1	1	216	1	1	12491.2413828	12512.0364285	1	1	1	1	1	11.4645558884	1	1	1	1
4307	7	1	1	216	1	1	12492.7610549	12504.8382022	1	1	1	1	1	9.04549237059	1	1	1	1
4308	8	1	1	216	1	1	12505.4144741	12480.8947867	1	1	1	1	1	8.46061841014	1	1	1	1
4309	9	1	1	216	1	1	12485.8359349	12502.0788235	1	1	1	1	1	10.4146765481	1	1	1	1
4310	10	1	1	216	1	1	12498.7801987	12506.7426518	1	1	1	1	1	8.90573513384	1	1	1	1
4311	1	1	2	216	1	1	12531.9900179	12492.7412303	1	1	1	1	1	10.0842585834	1	1	1	1
4312	2	1	2	216	1	1	12501.1876159	12487.9247864	1	1	1	1	1	10.8731913932	1	1	1	1
4313	3	1	2	216	1	1	12527.5875904	12484.6452377	1	1	1	1	1	10.8235347614	1	1	1	1
4314	4	1	2	216	1	1	12525.8526707	12500.0636731	1	1	1	1	1	7.25373821843	1	1	1	1
4315	5	1	2	216	1	1	12511.9417653	12504.6554906	1	1	1	1	1	10.6037398223	1	1	1	1
4316	6	1	2	216	1	1	12516.8945183	12510.97275	1	1	1	1	1	8.60056165497	1	1	1	1
4317	7	1	2	216	1	1	12519.384988	12499.9430405	1	1	1	1	1	7.73408889624	1	1	1	1
4318	8	1	2	216	1	1	12523.5278957	12504.5105533	1	1	1	1	1	6.2563421778	1	1	1	1
4319	9	1	2	216	1	1	12505.1521124	12507.4897959	1	1	1	1	1	9.84456055219	1	1	1	1
4320	10	1	2	216	1	1	12529.2518051	12487.3310109	1	1	1	1	1	11.8324162518	1	1	1	1
4321	1	1	1	217	1	1	12511.6891068	12501.0569013	1	1	1	1	1	9.99683164025	1	1	1	1
4322	2	1	1	217	1	1	12505.7751099	12487.692712	1	1	1	1	1	9.98445697056	1	1	1	1
4323	3	1	1	217	1	1	12494.4146315	12488.0701591	1	1	1	1	1	9.47112731917	1	1	1	1
4324	4	1	1	217	1	1	12484.6584329	12497.1643194	1	1	1	1	1	9.76279273983	1	1	1	1
4325	5	1	1	217	1	1	12482.1960067	12496.9285981	1	1	1	1	1	9.85415490497	1	1	1	1
4326	6	1	1	217	1	1	12501.6324885	12485.4053852	1	1	1	1	1	11.2646686334	1	1	1	1
4327	7	1	1	217	1	1	12517.989708	12498.6432209	1	1	1	1	1	8.22923405637	1	1	1	1
4328	8	1	1	217	1	1	12495.3446655	12488.8066386	1	1	1	1	1	8.33973211239	1	1	1	1
4329	9	1	1	217	1	1	12506.4509864	12485.0876245	1	1	1	1	1	10.4133049799	1	1	1	1
4330	10	1	1	217	1	1	12503.3085507	12523.5773308	1	1	1	1	1	11.3771459361	1	1	1	1
4331	1	1	2	217	1	1	12526.4364553	12502.0543448	1	1	1	1	1	8.91804331801	1	1	1	1
4332	2	1	2	217	1	1	12493.2015767	12507.7784364	1	1	1	1	1	11.8338610552	1	1	1	1
4333	3	1	2	217	1	1	12514.9622667	12488.4777753	1	1	1	1	1	8.43906217083	1	1	1	1
4334	4	1	2	217	1	1	12520.3327053	12513.1914354	1	1	1	1	1	8.31441702512	1	1	1	1
4335	5	1	2	217	1	1	12499.5459868	12509.410038	1	1	1	1	1	12.6376326001	1	1	1	1
4336	6	1	2	217	1	1	12526.0707192	12511.4947513	1	1	1	1	1	9.89652239325	1	1	1	1
4337	7	1	2	217	1	1	12530.8769301	12489.3207043	1	1	1	1	1	13.1774929222	1	1	1	1
4338	8	1	2	217	1	1	12520.8737364	12494.5105657	1	1	1	1	1	9.47109484804	1	1	1	1
4339	9	1	2	217	1	1	12514.8593262	12498.9036384	1	1	1	1	1	8.0670313234	1	1	1	1
4340	10	1	2	217	1	1	12527.3016234	12515.4392299	1	1	1	1	1	9.33768394765	1	1	1	1
4341	1	1	1	218	1	1	12510.4787704	12488.3516336	1	1	1	1	1	8.77204990271	1	1	1	1
4342	2	1	1	218	1	1	12492.823773	12509.7725463	1	1	1	1	1	11.7557717561	1	1	1	1
4343	3	1	1	218	1	1	12506.3409665	12497.6224546	1	1	1	1	1	8.98107672613	1	1	1	1
4344	4	1	1	218	1	1	12502.6026047	12488.5289281	1	1	1	1	1	9.88978528572	1	1	1	1
4345	5	1	1	218	1	1	12500.6090086	12507.6718174	1	1	1	1	1	8.51812644282	1	1	1	1
4346	6	1	1	218	1	1	12502.1569688	12474.4701957	1	1	1	1	1	11.0499123478	1	1	1	1
4347	7	1	1	218	1	1	12506.0010883	12506.7233626	1	1	1	1	1	11.7499941935	1	1	1	1
4348	8	1	1	218	1	1	12517.3340051	12504.5284934	1	1	1	1	1	10.2700610976	1	1	1	1
4349	9	1	1	218	1	1	12500.6005	12515.4279867	1	1	1	1	1	7.45240645575	1	1	1	1
4350	10	1	1	218	1	1	12501.3274429	12476.723449	1	1	1	1	1	10.9480621294	1	1	1	1
4351	1	1	2	218	1	1	12537.183761	12488.2513056	1	1	1	1	1	14.2919768897	1	1	1	1
4352	2	1	2	218	1	1	12532.2171147	12490.0010856	1	1	1	1	1	7.19582553164	1	1	1	1
4353	3	1	2	218	1	1	12523.0721412	12501.7547688	1	1	1	1	1	11.1024488284	1	1	1	1
4354	4	1	2	218	1	1	12523.0731629	12492.756595	1	1	1	1	1	7.61573232891	1	1	1	1
4355	5	1	2	218	1	1	12525.432091	12497.4068999	1	1	1	1	1	6.72493350239	1	1	1	1
4356	6	1	2	218	1	1	12518.1175804	12519.0178603	1	1	1	1	1	11.2902194246	1	1	1	1
4357	7	1	2	218	1	1	12510.1553459	12479.3215063	1	1	1	1	1	10.5147101374	1	1	1	1
4358	8	1	2	218	1	1	12517.960225	12511.3613866	1	1	1	1	1	11.639826539	1	1	1	1
4359	9	1	2	218	1	1	12520.0076259	12504.227386	1	1	1	1	1	9.0722307321	1	1	1	1
4360	10	1	2	218	1	1	12515.514851	12504.0206547	1	1	1	1	1	12.5107544554	1	1	1	1
4361	1	1	1	219	1	1	12472.1845881	12481.595661	1	1	1	1	1	11.9631662272	1	1	1	1
4362	2	1	1	219	1	1	12494.676743	12494.0042576	1	1	1	1	1	9.53168602113	1	1	1	1
4363	3	1	1	219	1	1	12494.0981603	12492.66156	1	1	1	1	1	11.5598598446	1	1	1	1
4364	4	1	1	219	1	1	12514.8895186	12497.0669961	1	1	1	1	1	9.948140898	1	1	1	1
4365	5	1	1	219	1	1	12498.9557519	12504.5591678	1	1	1	1	1	8.28835781333	1	1	1	1
4366	6	1	1	219	1	1	12489.296779	12510.3898439	1	1	1	1	1	9.98357204793	1	1	1	1
4367	7	1	1	219	1	1	12498.9808997	12499.1719116	1	1	1	1	1	9.61826441668	1	1	1	1
4368	8	1	1	219	1	1	12523.530361	12498.7203648	1	1	1	1	1	8.46698871279	1	1	1	1
4369	9	1	1	219	1	1	12489.744155	12489.2642039	1	1	1	1	1	10.1953006325	1	1	1	1
4370	10	1	1	219	1	1	12496.8200317	12489.2030005	1	1	1	1	1	12.7343276973	1	1	1	1
4371	1	1	2	219	1	1	12540.3703301	12505.8620067	1	1	1	1	1	12.2351981083	1	1	1	1
4372	2	1	2	219	1	1	12517.4718832	12508.4012551	1	1	1	1	1	9.46209887587	1	1	1	1
4373	3	1	2	219	1	1	12520.0850867	12483.9461573	1	1	1	1	1	8.96529095772	1	1	1	1
4374	4	1	2	219	1	1	12509.1185516	12491.5461314	1	1	1	1	1	13.165928052	1	1	1	1
4375	5	1	2	219	1	1	12520.7481235	12473.6378348	1	1	1	1	1	9.59809414221	1	1	1	1
4376	6	1	2	219	1	1	12515.0805238	12505.2526276	1	1	1	1	1	11.3623635049	1	1	1	1
4377	7	1	2	219	1	1	12522.2543707	12489.5393836	1	1	1	1	1	10.0547705194	1	1	1	1
4378	8	1	2	219	1	1	12524.1540662	12494.6082769	1	1	1	1	1	11.0288191584	1	1	1	1
4379	9	1	2	219	1	1	12524.9529728	12522.2676311	1	1	1	1	1	9.83442377353	1	1	1	1
4380	10	1	2	219	1	1	12523.5868326	12492.0438696	1	1	1	1	1	9.14078864199	1	1	1	1
4381	1	1	1	220	1	1	12498.4125175	12511.6335366	1	1	1	1	1	10.3582196486	1	1	1	1
4382	2	1	1	220	1	1	12501.8012645	12496.8976577	1	1	1	1	1	10.2189197028	1	1	1	1
4383	3	1	1	220	1	1	12504.9786969	12496.4639308	1	1	1	1	1	11.0753491248	1	1	1	1
4384	4	1	1	220	1	1	12502.5809951	12512.5346339	1	1	1	1	1	8.97440937806	1	1	1	1
4385	5	1	1	220	1	1	12504.5261047	12485.0588848	1	1	1	1	1	8.36972251914	1	1	1	1
4386	6	1	1	220	1	1	12507.140928	12507.3452946	1	1	1	1	1	9.60402533749	1	1	1	1
4387	7	1	1	220	1	1	12505.0128986	12490.0212654	1	1	1	1	1	10.3845374906	1	1	1	1
4388	8	1	1	220	1	1	12501.7982653	12517.1845319	1	1	1	1	1	9.82676626044	1	1	1	1
4389	9	1	1	220	1	1	12492.9763987	12502.2479216	1	1	1	1	1	10.1966624499	1	1	1	1
4390	10	1	1	220	1	1	12503.6790103	12524.7507221	1	1	1	1	1	10.6713302602	1	1	1	1
4391	1	1	2	220	1	1	12513.8243912	12483.609451	1	1	1	1	1	13.0028977811	1	1	1	1
4392	2	1	2	220	1	1	12524.4473183	12505.419994	1	1	1	1	1	5.39362269301	1	1	1	1
4393	3	1	2	220	1	1	12532.264045	12487.4547172	1	1	1	1	1	9.32692828364	1	1	1	1
4394	4	1	2	220	1	1	12512.823379	12497.6897944	1	1	1	1	1	6.02878087247	1	1	1	1
4395	5	1	2	220	1	1	12532.7135658	12495.7311269	1	1	1	1	1	8.35926882528	1	1	1	1
4396	6	1	2	220	1	1	12510.7847432	12505.8105387	1	1	1	1	1	6.09911420519	1	1	1	1
4397	7	1	2	220	1	1	12523.7758065	12501.434425	1	1	1	1	1	9.06780890713	1	1	1	1
4398	8	1	2	220	1	1	12505.7454365	12509.3612279	1	1	1	1	1	8.2177467591	1	1	1	1
4399	9	1	2	220	1	1	12519.234529	12490.8757228	1	1	1	1	1	9.12814156215	1	1	1	1
4400	10	1	2	220	1	1	12523.3119757	12494.442214	1	1	1	1	1	10.4983291067	1	1	1	1
4401	1	1	1	221	1	1	12491.0813651	12510.3444578	1	1	1	1	1	8.89957852951	1	1	1	1
4402	2	1	1	221	1	1	12507.707858	12523.701094	1	1	1	1	1	14.2559103992	1	1	1	1
4403	3	1	1	221	1	1	12498.1393602	12487.3425966	1	1	1	1	1	9.75827579466	1	1	1	1
4404	4	1	1	221	1	1	12494.1647643	12492.7791098	1	1	1	1	1	10.8712331923	1	1	1	1
4405	5	1	1	221	1	1	12487.0098453	12497.7854517	1	1	1	1	1	5.96706189107	1	1	1	1
4406	6	1	1	221	1	1	12487.2281734	12480.0485923	1	1	1	1	1	10.3486902462	1	1	1	1
4407	7	1	1	221	1	1	12489.5927069	12488.6690669	1	1	1	1	1	10.9698221109	1	1	1	1
4408	8	1	1	221	1	1	12497.0216417	12502.2094715	1	1	1	1	1	8.25719199799	1	1	1	1
4409	9	1	1	221	1	1	12500.3564583	12506.45766	1	1	1	1	1	7.56488313197	1	1	1	1
4410	10	1	1	221	1	1	12473.3629572	12520.7623398	1	1	1	1	1	10.7538670691	1	1	1	1
4411	1	1	2	221	1	1	12533.007487	12496.258802	1	1	1	1	1	8.97668728145	1	1	1	1
4412	2	1	2	221	1	1	12532.3791197	12497.8680212	1	1	1	1	1	5.99117667146	1	1	1	1
4413	3	1	2	221	1	1	12523.7391446	12492.6148208	1	1	1	1	1	12.4166128666	1	1	1	1
4414	4	1	2	221	1	1	12520.6676738	12492.9855757	1	1	1	1	1	7.3335056711	1	1	1	1
4415	5	1	2	221	1	1	12524.5449371	12497.2016431	1	1	1	1	1	10.8882185794	1	1	1	1
4416	6	1	2	221	1	1	12493.5372989	12484.9140363	1	1	1	1	1	13.0564160008	1	1	1	1
4417	7	1	2	221	1	1	12517.7829974	12496.0445583	1	1	1	1	1	10.5242842042	1	1	1	1
4418	8	1	2	221	1	1	12529.4552101	12488.9227282	1	1	1	1	1	10.3357577334	1	1	1	1
4419	9	1	2	221	1	1	12524.0548366	12496.7416474	1	1	1	1	1	9.63815363013	1	1	1	1
4420	10	1	2	221	1	1	12534.5444563	12487.5142705	1	1	1	1	1	7.3236079401	1	1	1	1
4421	1	1	1	222	1	1	12505.1856281	12514.553726	1	1	1	1	1	7.77040951062	1	1	1	1
4422	2	1	1	222	1	1	12493.0970982	12512.2890584	1	1	1	1	1	9.96538614648	1	1	1	1
4423	3	1	1	222	1	1	12498.1322012	12509.3254279	1	1	1	1	1	6.0943933873	1	1	1	1
4424	4	1	1	222	1	1	12513.7324654	12499.7431722	1	1	1	1	1	11.2613692277	1	1	1	1
4425	5	1	1	222	1	1	12494.3787388	12488.1127667	1	1	1	1	1	10.8428292102	1	1	1	1
4426	6	1	1	222	1	1	12528.0649703	12492.59717	1	1	1	1	1	10.3590622583	1	1	1	1
4427	7	1	1	222	1	1	12502.9454241	12517.5334626	1	1	1	1	1	11.7088139656	1	1	1	1
4428	8	1	1	222	1	1	12504.6039319	12499.1719455	1	1	1	1	1	9.03974933006	1	1	1	1
4429	9	1	1	222	1	1	12514.3610907	12494.7532761	1	1	1	1	1	12.6972340594	1	1	1	1
4430	10	1	1	222	1	1	12521.1355863	12515.8308583	1	1	1	1	1	11.5826524955	1	1	1	1
4431	1	1	2	222	1	1	12519.5199428	12498.1816034	1	1	1	1	1	10.6611232261	1	1	1	1
4432	2	1	2	222	1	1	12515.8686429	12502.499767	1	1	1	1	1	12.6465105564	1	1	1	1
4433	3	1	2	222	1	1	12523.4143444	12505.2895943	1	1	1	1	1	7.85390565765	1	1	1	1
4434	4	1	2	222	1	1	12534.5596269	12484.9893347	1	1	1	1	1	12.6815407105	1	1	1	1
4435	5	1	2	222	1	1	12508.5319633	12490.3516706	1	1	1	1	1	10.3417457582	1	1	1	1
4436	6	1	2	222	1	1	12509.1533732	12495.840367	1	1	1	1	1	9.67933192755	1	1	1	1
4437	7	1	2	222	1	1	12519.0567619	12518.5461018	1	1	1	1	1	11.717339876	1	1	1	1
4438	8	1	2	222	1	1	12516.4546752	12493.1157265	1	1	1	1	1	9.48512242332	1	1	1	1
4439	9	1	2	222	1	1	12535.4127919	12501.6529003	1	1	1	1	1	9.37080088776	1	1	1	1
4440	10	1	2	222	1	1	12512.7030434	12497.1333695	1	1	1	1	1	10.5463469791	1	1	1	1
4441	1	1	1	223	1	1	12511.0835178	12514.3110519	1	1	1	1	1	11.9831619516	1	1	1	1
4442	2	1	1	223	1	1	12504.6399281	12507.4511644	1	1	1	1	1	9.71917977787	1	1	1	1
4443	3	1	1	223	1	1	12515.7345213	12496.0707505	1	1	1	1	1	10.6458078522	1	1	1	1
4444	4	1	1	223	1	1	12495.6100748	12493.9682883	1	1	1	1	1	9.19087440389	1	1	1	1
4445	5	1	1	223	1	1	12486.8068518	12496.5665285	1	1	1	1	1	11.5352937609	1	1	1	1
4446	6	1	1	223	1	1	12495.1966401	12513.077641	1	1	1	1	1	8.2288700046	1	1	1	1
4447	7	1	1	223	1	1	12506.5440227	12493.9306139	1	1	1	1	1	7.47461963803	1	1	1	1
4448	8	1	1	223	1	1	12507.9677568	12492.92585	1	1	1	1	1	11.916432773	1	1	1	1
4449	9	1	1	223	1	1	12505.856917	12511.8165159	1	1	1	1	1	11.5912272119	1	1	1	1
4450	10	1	1	223	1	1	12493.8751176	12500.0569277	1	1	1	1	1	9.12126578176	1	1	1	1
4451	1	1	2	223	1	1	12515.6524266	12493.4654507	1	1	1	1	1	11.1020024588	1	1	1	1
4452	2	1	2	223	1	1	12531.0148347	12499.8087157	1	1	1	1	1	9.76580637382	1	1	1	1
4453	3	1	2	223	1	1	12515.872658	12499.4568262	1	1	1	1	1	8.92288955963	1	1	1	1
4454	4	1	2	223	1	1	12511.2417658	12495.0711149	1	1	1	1	1	9.80772508129	1	1	1	1
4455	5	1	2	223	1	1	12502.6588831	12510.2440322	1	1	1	1	1	12.335694353	1	1	1	1
4456	6	1	2	223	1	1	12537.1121884	12487.4838645	1	1	1	1	1	16.7013107343	1	1	1	1
4457	7	1	2	223	1	1	12516.7268222	12500.4896232	1	1	1	1	1	6.91275025858	1	1	1	1
4458	8	1	2	223	1	1	12517.4112821	12496.0690782	1	1	1	1	1	10.7602695416	1	1	1	1
4459	9	1	2	223	1	1	12500.2110763	12498.6368634	1	1	1	1	1	8.37857296707	1	1	1	1
4460	10	1	2	223	1	1	12530.9457417	12503.3478842	1	1	1	1	1	12.1332251217	1	1	1	1
4461	1	1	1	224	1	1	12502.0331537	12501.2177332	1	1	1	1	1	11.429010386	1	1	1	1
4462	2	1	1	224	1	1	12492.07093	12509.9123256	1	1	1	1	1	9.27535983417	1	1	1	1
4463	3	1	1	224	1	1	12516.179287	12490.009343	1	1	1	1	1	11.3048455204	1	1	1	1
4464	4	1	1	224	1	1	12495.4520577	12492.0832717	1	1	1	1	1	7.62103520065	1	1	1	1
4465	5	1	1	224	1	1	12509.258398	12495.6634833	1	1	1	1	1	12.9491572584	1	1	1	1
4466	6	1	1	224	1	1	12503.2972838	12501.1068092	1	1	1	1	1	10.5921996955	1	1	1	1
4467	7	1	1	224	1	1	12502.0296526	12506.9639806	1	1	1	1	1	10.9765147915	1	1	1	1
4468	8	1	1	224	1	1	12497.9495332	12478.0333792	1	1	1	1	1	10.1481059289	1	1	1	1
4469	9	1	1	224	1	1	12502.5482683	12492.0277838	1	1	1	1	1	8.53151297837	1	1	1	1
4470	10	1	1	224	1	1	12494.2248232	12501.6668145	1	1	1	1	1	9.59553936866	1	1	1	1
4471	1	1	2	224	1	1	12525.3835184	12521.4210608	1	1	1	1	1	9.32492469626	1	1	1	1
4472	2	1	2	224	1	1	12518.2366226	12500.0555044	1	1	1	1	1	6.76478858564	1	1	1	1
4473	3	1	2	224	1	1	12530.2666452	12517.0696385	1	1	1	1	1	10.6265634065	1	1	1	1
4474	4	1	2	224	1	1	12518.3140319	12485.6902129	1	1	1	1	1	10.9150411191	1	1	1	1
4475	5	1	2	224	1	1	12539.7697267	12499.7908423	1	1	1	1	1	9.79464450139	1	1	1	1
4476	6	1	2	224	1	1	12498.5564634	12510.8281457	1	1	1	1	1	11.2164386776	1	1	1	1
4477	7	1	2	224	1	1	12502.9452521	12506.2108381	1	1	1	1	1	13.7727900725	1	1	1	1
4478	8	1	2	224	1	1	12507.7805486	12500.8998024	1	1	1	1	1	9.20694926119	1	1	1	1
4479	9	1	2	224	1	1	12514.6040264	12501.6341627	1	1	1	1	1	11.4759781469	1	1	1	1
4480	10	1	2	224	1	1	12518.865138	12483.7991828	1	1	1	1	1	8.41930935386	1	1	1	1
4481	1	1	1	225	1	1	12499.16561	12492.9142807	1	1	1	1	1	8.72562963403	1	1	1	1
4482	2	1	1	225	1	1	12495.6743183	12498.5872135	1	1	1	1	1	9.34825094368	1	1	1	1
4483	3	1	1	225	1	1	12520.5809149	12488.8493873	1	1	1	1	1	14.1805428567	1	1	1	1
4484	4	1	1	225	1	1	12495.7520198	12490.416668	1	1	1	1	1	12.2704271043	1	1	1	1
4485	5	1	1	225	1	1	12505.1658482	12508.6709935	1	1	1	1	1	7.45731558363	1	1	1	1
4486	6	1	1	225	1	1	12487.3640993	12497.7177857	1	1	1	1	1	9.42097243846	1	1	1	1
4487	7	1	1	225	1	1	12509.9414736	12508.2928137	1	1	1	1	1	10.983472388	1	1	1	1
4488	8	1	1	225	1	1	12501.2246989	12503.056211	1	1	1	1	1	9.80805948993	1	1	1	1
4489	9	1	1	225	1	1	12500.077563	12498.9008581	1	1	1	1	1	6.81151297555	1	1	1	1
4490	10	1	1	225	1	1	12507.9280793	12514.7544244	1	1	1	1	1	14.6513330734	1	1	1	1
