application_id: 1	name: MCS_distance_20.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
7447	7	1	1	373	1	1	12490.0900848	12495.6242891	1	1	1	1	1	15.3478345249	1	1	1	1
7448	8	1	1	373	1	1	12469.9829431	12507.0582811	1	1	1	1	1	13.9350729509	1	1	1	1
7449	9	1	1	373	1	1	12513.0812514	12499.3192606	1	1	1	1	1	10.8968700155	1	1	1	1
7450	10	1	1	373	1	1	12497.9347657	12501.4912155	1	1	1	1	1	7.29602221176	1	1	1	1
7451	1	1	2	373	1	1	12513.0214555	12496.8843878	1	1	1	1	1	7.04453595192	1	1	1	1
7452	2	1	2	373	1	1	12523.3622659	12500.4481337	1	1	1	1	1	14.0969693826	1	1	1	1
7453	3	1	2	373	1	1	12510.5039899	12492.1518357	1	1	1	1	1	13.0593589626	1	1	1	1
7454	4	1	2	373	1	1	12530.1384398	12497.1442523	1	1	1	1	1	8.22501289757	1	1	1	1
7455	5	1	2	373	1	1	12513.4582021	12488.5932869	1	1	1	1	1	14.6155763982	1	1	1	1
7456	6	1	2	373	1	1	12547.0193669	12529.2137031	1	1	1	1	1	13.102240573	1	1	1	1
7457	7	1	2	373	1	1	12512.2860214	12494.8015218	1	1	1	1	1	8.1973118455	1	1	1	1
7458	8	1	2	373	1	1	12532.3590008	12510.3444109	1	1	1	1	1	9.49523197127	1	1	1	1
7459	9	1	2	373	1	1	12516.8440294	12491.1279662	1	1	1	1	1	6.85927743038	1	1	1	1
7460	10	1	2	373	1	1	12516.8499234	12507.0988925	1	1	1	1	1	8.02695908968	1	1	1	1
7461	1	1	1	374	1	1	12516.2878052	12477.2578818	1	1	1	1	1	11.8708788056	1	1	1	1
7462	2	1	1	374	1	1	12505.2922185	12508.5348797	1	1	1	1	1	7.8968600024	1	1	1	1
7463	3	1	1	374	1	1	12503.1302118	12506.9037265	1	1	1	1	1	10.680292958	1	1	1	1
7464	4	1	1	374	1	1	12504.7630204	12515.663981	1	1	1	1	1	8.3484951465	1	1	1	1
7465	5	1	1	374	1	1	12484.1923702	12474.8275733	1	1	1	1	1	8.64700851832	1	1	1	1
7466	6	1	1	374	1	1	12499.1567984	12497.8098411	1	1	1	1	1	6.71038639678	1	1	1	1
7467	7	1	1	374	1	1	12508.9245415	12506.4652051	1	1	1	1	1	7.71784899143	1	1	1	1
7468	8	1	1	374	1	1	12506.8634423	12514.1861846	1	1	1	1	1	9.55840459392	1	1	1	1
7469	9	1	1	374	1	1	12514.0911616	12507.4864558	1	1	1	1	1	8.4586357796	1	1	1	1
7470	10	1	1	374	1	1	12487.6164058	12498.0793626	1	1	1	1	1	8.72811943356	1	1	1	1
7471	1	1	2	374	1	1	12517.6537762	12492.2539097	1	1	1	1	1	7.85852855041	1	1	1	1
7472	2	1	2	374	1	1	12498.0704441	12493.0354004	1	1	1	1	1	12.0959978712	1	1	1	1
7473	3	1	2	374	1	1	12504.6186096	12490.0432239	1	1	1	1	1	7.32780387882	1	1	1	1
7474	4	1	2	374	1	1	12525.3658302	12501.436485	1	1	1	1	1	7.98521736842	1	1	1	1
7475	5	1	2	374	1	1	12515.4420784	12496.0230605	1	1	1	1	1	7.41472294859	1	1	1	1
7476	6	1	2	374	1	1	12512.254101	12503.1921363	1	1	1	1	1	11.5392718136	1	1	1	1
7477	7	1	2	374	1	1	12520.4915273	12488.869305	1	1	1	1	1	7.23475254758	1	1	1	1
7478	8	1	2	374	1	1	12536.7612854	12490.4130018	1	1	1	1	1	11.7572253565	1	1	1	1
7479	9	1	2	374	1	1	12530.9095125	12491.7228999	1	1	1	1	1	7.47223068966	1	1	1	1
7480	10	1	2	374	1	1	12524.7718824	12522.3887258	1	1	1	1	1	9.73899927267	1	1	1	1
7481	1	1	1	375	1	1	12515.8388225	12497.5616776	1	1	1	1	1	12.8088499396	1	1	1	1
7482	2	1	1	375	1	1	12494.7054587	12494.6910971	1	1	1	1	1	8.89999295719	1	1	1	1
7483	3	1	1	375	1	1	12504.8034601	12501.1720254	1	1	1	1	1	8.80368848082	1	1	1	1
7484	4	1	1	375	1	1	12494.4197975	12491.7675203	1	1	1	1	1	11.2344899564	1	1	1	1
7485	5	1	1	375	1	1	12507.4666967	12490.5809684	1	1	1	1	1	11.0216820541	1	1	1	1
7486	6	1	1	375	1	1	12504.8326612	12491.8895146	1	1	1	1	1	8.23274031125	1	1	1	1
7487	7	1	1	375	1	1	12512.2307116	12508.1142539	1	1	1	1	1	9.81682518466	1	1	1	1
7488	8	1	1	375	1	1	12477.4160618	12477.3744598	1	1	1	1	1	12.5087212281	1	1	1	1
7489	9	1	1	375	1	1	12487.6244368	12497.8688842	1	1	1	1	1	8.84502008272	1	1	1	1
7490	10	1	1	375	1	1	12494.3130009	12499.6340058	1	1	1	1	1	9.86006184823	1	1	1	1
7491	1	1	2	375	1	1	12499.2528813	12494.7865092	1	1	1	1	1	9.15497516233	1	1	1	1
7492	2	1	2	375	1	1	12519.5746611	12496.842451	1	1	1	1	1	11.0411533591	1	1	1	1
7493	3	1	2	375	1	1	12527.1947717	12502.5564616	1	1	1	1	1	10.144737917	1	1	1	1
7494	4	1	2	375	1	1	12529.4860153	12486.0607606	1	1	1	1	1	10.3870185276	1	1	1	1
7495	5	1	2	375	1	1	12519.4658527	12497.6622361	1	1	1	1	1	10.453106246	1	1	1	1
7496	6	1	2	375	1	1	12531.3476497	12510.2985294	1	1	1	1	1	11.3918646325	1	1	1	1
7497	7	1	2	375	1	1	12530.311558	12487.8504984	1	1	1	1	1	7.73234057285	1	1	1	1
7498	8	1	2	375	1	1	12519.9522924	12495.440322	1	1	1	1	1	11.5291441136	1	1	1	1
7499	9	1	2	375	1	1	12518.299856	12493.7314658	1	1	1	1	1	10.8756012925	1	1	1	1
7500	10	1	2	375	1	1	12527.6247425	12493.4526614	1	1	1	1	1	10.7026002529	1	1	1	1
7501	1	1	1	376	1	1	12501.4143969	12481.4002022	1	1	1	1	1	9.17643041766	1	1	1	1
7502	2	1	1	376	1	1	12492.9790061	12495.9138631	1	1	1	1	1	7.87244814397	1	1	1	1
7503	3	1	1	376	1	1	12497.6490715	12509.9317705	1	1	1	1	1	10.5656004798	1	1	1	1
7504	4	1	1	376	1	1	12507.6733211	12482.4283028	1	1	1	1	1	8.46443728585	1	1	1	1
7505	5	1	1	376	1	1	12506.8944769	12487.1856798	1	1	1	1	1	12.2849711881	1	1	1	1
7506	6	1	1	376	1	1	12492.4293314	12505.1267874	1	1	1	1	1	10.5111031603	1	1	1	1
7507	7	1	1	376	1	1	12503.0805873	12506.2245552	1	1	1	1	1	10.0793598056	1	1	1	1
7508	8	1	1	376	1	1	12501.8735678	12498.2622349	1	1	1	1	1	10.1333978179	1	1	1	1
7509	9	1	1	376	1	1	12499.6399643	12501.8377875	1	1	1	1	1	8.49696637481	1	1	1	1
7510	10	1	1	376	1	1	12497.9704687	12510.6026137	1	1	1	1	1	9.28588632689	1	1	1	1
7511	1	1	2	376	1	1	12515.6217014	12505.840984	1	1	1	1	1	9.43266922504	1	1	1	1
7512	2	1	2	376	1	1	12503.346898	12506.3479831	1	1	1	1	1	13.978712247	1	1	1	1
7513	3	1	2	376	1	1	12509.9204068	12503.2134784	1	1	1	1	1	8.16900761467	1	1	1	1
7514	4	1	2	376	1	1	12526.2394969	12501.1673604	1	1	1	1	1	13.5584154973	1	1	1	1
7515	5	1	2	376	1	1	12516.0358227	12490.3235166	1	1	1	1	1	10.8326158135	1	1	1	1
7516	6	1	2	376	1	1	12512.0710822	12493.5785878	1	1	1	1	1	10.2517061023	1	1	1	1
7517	7	1	2	376	1	1	12525.5448307	12481.6135128	1	1	1	1	1	9.54142585569	1	1	1	1
7518	8	1	2	376	1	1	12531.0674749	12497.2411342	1	1	1	1	1	7.90993232223	1	1	1	1
7519	9	1	2	376	1	1	12525.597683	12492.5103348	1	1	1	1	1	10.2348898304	1	1	1	1
7520	10	1	2	376	1	1	12529.4140948	12490.1028988	1	1	1	1	1	11.2861988025	1	1	1	1
7521	1	1	1	377	1	1	12493.6177384	12508.823829	1	1	1	1	1	10.9411598141	1	1	1	1
7522	2	1	1	377	1	1	12489.6397092	12503.4381358	1	1	1	1	1	8.3037699835	1	1	1	1
7523	3	1	1	377	1	1	12508.5803606	12500.5512494	1	1	1	1	1	11.9843934942	1	1	1	1
7524	4	1	1	377	1	1	12505.4883717	12488.9237786	1	1	1	1	1	7.41688495224	1	1	1	1
7525	5	1	1	377	1	1	12493.8346999	12515.7858603	1	1	1	1	1	10.5690221787	1	1	1	1
7526	6	1	1	377	1	1	12477.2784772	12499.6114687	1	1	1	1	1	9.30743834358	1	1	1	1
7527	7	1	1	377	1	1	12498.130597	12496.4894412	1	1	1	1	1	7.51274849161	1	1	1	1
7528	8	1	1	377	1	1	12490.0052853	12515.2958833	1	1	1	1	1	10.1304928279	1	1	1	1
7529	9	1	1	377	1	1	12495.9795671	12512.5252428	1	1	1	1	1	7.85975012726	1	1	1	1
7530	10	1	1	377	1	1	12499.4356473	12495.3609464	1	1	1	1	1	10.4863685803	1	1	1	1
7531	1	1	2	377	1	1	12510.6943921	12500.1891479	1	1	1	1	1	7.27204958819	1	1	1	1
7532	2	1	2	377	1	1	12525.6953691	12484.103289	1	1	1	1	1	9.57886217612	1	1	1	1
7533	3	1	2	377	1	1	12516.2280355	12500.7149877	1	1	1	1	1	12.9829759036	1	1	1	1
7534	4	1	2	377	1	1	12531.7793283	12518.2121997	1	1	1	1	1	10.0251466121	1	1	1	1
7535	5	1	2	377	1	1	12528.3820132	12494.2160609	1	1	1	1	1	9.22193590493	1	1	1	1
7536	6	1	2	377	1	1	12517.0895891	12499.5556542	1	1	1	1	1	8.14415986071	1	1	1	1
7537	7	1	2	377	1	1	12541.101915	12491.9795625	1	1	1	1	1	11.9810122542	1	1	1	1
7538	8	1	2	377	1	1	12522.8938692	12490.9639311	1	1	1	1	1	8.04687340752	1	1	1	1
7539	9	1	2	377	1	1	12510.8675246	12494.8626065	1	1	1	1	1	9.13556135854	1	1	1	1
7540	10	1	2	377	1	1	12521.3132983	12501.1863777	1	1	1	1	1	10.991240663	1	1	1	1
7541	1	1	1	378	1	1	12511.1188011	12495.7835776	1	1	1	1	1	13.7070890055	1	1	1	1
7542	2	1	1	378	1	1	12521.2176305	12481.8967263	1	1	1	1	1	15.3085345925	1	1	1	1
7543	3	1	1	378	1	1	12484.9044938	12509.8716552	1	1	1	1	1	13.4856845999	1	1	1	1
7544	4	1	1	378	1	1	12500.3328423	12501.9054067	1	1	1	1	1	7.98582427071	1	1	1	1
7545	5	1	1	378	1	1	12488.1808252	12507.1537929	1	1	1	1	1	9.89612059277	1	1	1	1
7546	6	1	1	378	1	1	12496.1340533	12480.1972456	1	1	1	1	1	10.6549439643	1	1	1	1
7547	7	1	1	378	1	1	12509.3397851	12500.7306508	1	1	1	1	1	5.53517469215	1	1	1	1
7548	8	1	1	378	1	1	12489.0132114	12525.7950311	1	1	1	1	1	12.4849769815	1	1	1	1
7549	9	1	1	378	1	1	12499.8376295	12497.1328348	1	1	1	1	1	6.30586307487	1	1	1	1
7550	10	1	1	378	1	1	12498.9345697	12502.4840481	1	1	1	1	1	8.95076325895	1	1	1	1
7551	1	1	2	378	1	1	12523.5234065	12492.3128438	1	1	1	1	1	9.44638578816	1	1	1	1
7552	2	1	2	378	1	1	12540.0204976	12516.6502148	1	1	1	1	1	9.12931144942	1	1	1	1
7553	3	1	2	378	1	1	12526.5024452	12511.6676309	1	1	1	1	1	9.08777112647	1	1	1	1
7554	4	1	2	378	1	1	12508.1520304	12503.3469309	1	1	1	1	1	10.0335794272	1	1	1	1
7555	5	1	2	378	1	1	12516.6273985	12510.9717047	1	1	1	1	1	8.99974112579	1	1	1	1
7556	6	1	2	378	1	1	12508.2565742	12507.0321273	1	1	1	1	1	12.0575356787	1	1	1	1
7557	7	1	2	378	1	1	12528.6462302	12509.022445	1	1	1	1	1	8.15596668177	1	1	1	1
7558	8	1	2	378	1	1	12538.3300232	12494.4119424	1	1	1	1	1	14.7589599247	1	1	1	1
7559	9	1	2	378	1	1	12532.365729	12501.0761231	1	1	1	1	1	10.6086294341	1	1	1	1
7560	10	1	2	378	1	1	12516.6655629	12503.3537574	1	1	1	1	1	7.32542220304	1	1	1	1
7561	1	1	1	379	1	1	12500.0381764	12519.1812305	1	1	1	1	1	11.8616688391	1	1	1	1
7562	2	1	1	379	1	1	12482.1789309	12485.8123076	1	1	1	1	1	9.77714117952	1	1	1	1
7563	3	1	1	379	1	1	12501.582201	12520.681094	1	1	1	1	1	11.9961801296	1	1	1	1
7564	4	1	1	379	1	1	12510.8669435	12470.6894561	1	1	1	1	1	10.8188631686	1	1	1	1
7565	5	1	1	379	1	1	12493.1023157	12516.9993032	1	1	1	1	1	11.336244744	1	1	1	1
7566	6	1	1	379	1	1	12497.758927	12509.7408269	1	1	1	1	1	10.2527383561	1	1	1	1
7567	7	1	1	379	1	1	12514.5366247	12504.6217801	1	1	1	1	1	10.8317847507	1	1	1	1
7568	8	1	1	379	1	1	12485.5946594	12488.1499871	1	1	1	1	1	8.97692006845	1	1	1	1
7569	9	1	1	379	1	1	12504.8551657	12496.7639015	1	1	1	1	1	12.9464996516	1	1	1	1
7570	10	1	1	379	1	1	12501.4602954	12499.7326345	1	1	1	1	1	9.99202464198	1	1	1	1
7571	1	1	2	379	1	1	12522.7081998	12506.2162391	1	1	1	1	1	8.75859039285	1	1	1	1
7572	2	1	2	379	1	1	12523.4057405	12501.2677213	1	1	1	1	1	8.04489145527	1	1	1	1
7573	3	1	2	379	1	1	12522.0307457	12490.3825395	1	1	1	1	1	11.2173466649	1	1	1	1
7574	4	1	2	379	1	1	12527.7886106	12503.2153483	1	1	1	1	1	11.1153399797	1	1	1	1
7575	5	1	2	379	1	1	12517.1298448	12484.7754296	1	1	1	1	1	7.19336648244	1	1	1	1
7576	6	1	2	379	1	1	12513.4356609	12507.2091162	1	1	1	1	1	12.2346913918	1	1	1	1
7577	7	1	2	379	1	1	12522.1471817	12502.6755389	1	1	1	1	1	7.60350860799	1	1	1	1
7578	8	1	2	379	1	1	12531.3248355	12490.8350654	1	1	1	1	1	9.32422412999	1	1	1	1
7579	9	1	2	379	1	1	12531.7512545	12495.799952	1	1	1	1	1	9.06658523103	1	1	1	1
7580	10	1	2	379	1	1	12518.1924628	12507.7185712	1	1	1	1	1	9.01596665899	1	1	1	1
7581	1	1	1	380	1	1	12510.0332479	12511.674565	1	1	1	1	1	9.41421141541	1	1	1	1
7582	2	1	1	380	1	1	12473.6969216	12505.5438649	1	1	1	1	1	10.4684170096	1	1	1	1
7583	3	1	1	380	1	1	12499.1923706	12508.726245	1	1	1	1	1	9.73213161547	1	1	1	1
7584	4	1	1	380	1	1	12501.4847863	12502.4752497	1	1	1	1	1	11.3666481324	1	1	1	1
7585	5	1	1	380	1	1	12484.6379915	12506.8595262	1	1	1	1	1	11.8522693675	1	1	1	1
7586	6	1	1	380	1	1	12499.8846393	12500.5341242	1	1	1	1	1	9.65216979016	1	1	1	1
7587	7	1	1	380	1	1	12497.1412055	12494.5710106	1	1	1	1	1	12.4278847814	1	1	1	1
7588	8	1	1	380	1	1	12505.7114842	12480.4766204	1	1	1	1	1	14.07337011	1	1	1	1
7589	9	1	1	380	1	1	12498.0203211	12496.9407837	1	1	1	1	1	8.90840062616	1	1	1	1
7590	10	1	1	380	1	1	12486.929757	12487.4982295	1	1	1	1	1	10.2540810832	1	1	1	1
7591	1	1	2	380	1	1	12540.1090407	12497.0403631	1	1	1	1	1	7.4234030386	1	1	1	1
7592	2	1	2	380	1	1	12519.030809	12495.4502678	1	1	1	1	1	7.04263981251	1	1	1	1
7593	3	1	2	380	1	1	12533.7574642	12494.9005887	1	1	1	1	1	13.9612269791	1	1	1	1
7594	4	1	2	380	1	1	12527.2863173	12503.4167629	1	1	1	1	1	7.6000474683	1	1	1	1
7595	5	1	2	380	1	1	12510.2871467	12504.1697032	1	1	1	1	1	11.2392246588	1	1	1	1
7596	6	1	2	380	1	1	12518.8115721	12506.6517644	1	1	1	1	1	8.3378568237	1	1	1	1
7597	7	1	2	380	1	1	12516.2990527	12510.1722269	1	1	1	1	1	11.080232651	1	1	1	1
7598	8	1	2	380	1	1	12528.0267739	12515.2874024	1	1	1	1	1	10.9165324649	1	1	1	1
7599	9	1	2	380	1	1	12504.8519753	12497.8050096	1	1	1	1	1	8.63912982339	1	1	1	1
7600	10	1	2	380	1	1	12529.6067541	12504.5949858	1	1	1	1	1	13.6830740129	1	1	1	1
7601	1	1	1	381	1	1	12514.6218584	12501.4708502	1	1	1	1	1	11.4381622558	1	1	1	1
7602	2	1	1	381	1	1	12489.1907071	12488.3425927	1	1	1	1	1	10.811260765	1	1	1	1
7603	3	1	1	381	1	1	12512.8685933	12507.1758205	1	1	1	1	1	7.41851618118	1	1	1	1
7604	4	1	1	381	1	1	12509.5496197	12503.0306928	1	1	1	1	1	12.9170825988	1	1	1	1
7605	5	1	1	381	1	1	12485.2355981	12523.5054433	1	1	1	1	1	11.8195816078	1	1	1	1
7606	6	1	1	381	1	1	12509.4838493	12479.1752295	1	1	1	1	1	12.9596554248	1	1	1	1
7607	7	1	1	381	1	1	12498.8376049	12500.6798695	1	1	1	1	1	9.71752926024	1	1	1	1
7608	8	1	1	381	1	1	12510.3991269	12502.1025195	1	1	1	1	1	6.91114340104	1	1	1	1
7609	9	1	1	381	1	1	12500.2264794	12498.9373121	1	1	1	1	1	9.85488321976	1	1	1	1
7610	10	1	1	381	1	1	12492.2552157	12499.7027661	1	1	1	1	1	6.4699119546	1	1	1	1
7611	1	1	2	381	1	1	12509.5352372	12496.8501178	1	1	1	1	1	13.0138585886	1	1	1	1
7612	2	1	2	381	1	1	12515.3772326	12505.138438	1	1	1	1	1	9.85105341311	1	1	1	1
7613	3	1	2	381	1	1	12506.9398994	12488.4457937	1	1	1	1	1	8.47957877444	1	1	1	1
7614	4	1	2	381	1	1	12519.4536711	12509.1418735	1	1	1	1	1	5.68528529279	1	1	1	1
7615	5	1	2	381	1	1	12508.0510824	12497.2568445	1	1	1	1	1	12.2731046027	1	1	1	1
7616	6	1	2	381	1	1	12514.8390598	12512.095446	1	1	1	1	1	8.99080395016	1	1	1	1
7617	7	1	2	381	1	1	12497.4405128	12504.2547205	1	1	1	1	1	12.6031041286	1	1	1	1
7618	8	1	2	381	1	1	12512.6692206	12503.1174221	1	1	1	1	1	5.43012734235	1	1	1	1
7619	9	1	2	381	1	1	12510.3211734	12493.5633282	1	1	1	1	1	8.09745555754	1	1	1	1
7620	10	1	2	381	1	1	12510.7943517	12481.3041845	1	1	1	1	1	7.35724942842	1	1	1	1
7621	1	1	1	382	1	1	12491.0936666	12510.9950483	1	1	1	1	1	9.13706125986	1	1	1	1
7622	2	1	1	382	1	1	12516.2146679	12503.2343335	1	1	1	1	1	7.37223372091	1	1	1	1
7623	3	1	1	382	1	1	12499.6107752	12499.7940003	1	1	1	1	1	10.1746523162	1	1	1	1
7624	4	1	1	382	1	1	12494.152219	12479.3623633	1	1	1	1	1	12.9368869691	1	1	1	1
7625	5	1	1	382	1	1	12497.3635185	12513.9010686	1	1	1	1	1	10.3861278754	1	1	1	1
7626	6	1	1	382	1	1	12497.1370189	12494.4219261	1	1	1	1	1	7.98098024711	1	1	1	1
7627	7	1	1	382	1	1	12481.5241217	12519.4659335	1	1	1	1	1	9.90164561215	1	1	1	1
7628	8	1	1	382	1	1	12517.7110042	12481.175808	1	1	1	1	1	10.6670169907	1	1	1	1
7629	9	1	1	382	1	1	12482.2589988	12506.7600975	1	1	1	1	1	10.5766215919	1	1	1	1
7630	10	1	1	382	1	1	12508.345147	12479.9995619	1	1	1	1	1	9.36502378803	1	1	1	1
7631	1	1	2	382	1	1	12528.4535274	12507.2662237	1	1	1	1	1	10.2317188385	1	1	1	1
7632	2	1	2	382	1	1	12521.7322846	12493.1986126	1	1	1	1	1	8.01679105246	1	1	1	1
7633	3	1	2	382	1	1	12502.1904371	12508.5429002	1	1	1	1	1	14.026781617	1	1	1	1
7634	4	1	2	382	1	1	12494.1758201	12505.4785047	1	1	1	1	1	11.6196736814	1	1	1	1
7635	5	1	2	382	1	1	12508.216725	12489.4464726	1	1	1	1	1	12.8589599568	1	1	1	1
7636	6	1	2	382	1	1	12535.5879826	12510.3972853	1	1	1	1	1	9.36046380598	1	1	1	1
7637	7	1	2	382	1	1	12521.4091881	12491.063027	1	1	1	1	1	7.92944043113	1	1	1	1
7638	8	1	2	382	1	1	12536.8818712	12492.3867683	1	1	1	1	1	8.60530765691	1	1	1	1
7639	9	1	2	382	1	1	12509.2836806	12496.2942274	1	1	1	1	1	10.4255150105	1	1	1	1
7640	10	1	2	382	1	1	12511.3787938	12523.5449485	1	1	1	1	1	10.9403952702	1	1	1	1
7641	1	1	1	383	1	1	12505.0507554	12534.203108	1	1	1	1	1	10.5580647534	1	1	1	1
7642	2	1	1	383	1	1	12483.1560979	12493.5722463	1	1	1	1	1	6.95827564241	1	1	1	1
7643	3	1	1	383	1	1	12504.6313267	12496.2826971	1	1	1	1	1	9.37913165102	1	1	1	1
7644	4	1	1	383	1	1	12510.5102999	12488.9213249	1	1	1	1	1	11.4433008794	1	1	1	1
7645	5	1	1	383	1	1	12495.2114541	12501.0749175	1	1	1	1	1	8.44665251188	1	1	1	1
7646	6	1	1	383	1	1	12512.3091847	12496.3766524	1	1	1	1	1	10.4384426257	1	1	1	1
7647	7	1	1	383	1	1	12495.4039454	12481.4454019	1	1	1	1	1	11.3596713247	1	1	1	1
7648	8	1	1	383	1	1	12504.3519179	12504.5283719	1	1	1	1	1	8.91045914521	1	1	1	1
7649	9	1	1	383	1	1	12496.0787167	12521.8194457	1	1	1	1	1	11.581889964	1	1	1	1
7650	10	1	1	383	1	1	12488.5506891	12502.0100155	1	1	1	1	1	11.1131834947	1	1	1	1
7651	1	1	2	383	1	1	12502.0127897	12514.0515779	1	1	1	1	1	11.5844676327	1	1	1	1
7652	2	1	2	383	1	1	12512.0254986	12487.0790711	1	1	1	1	1	8.12552003679	1	1	1	1
7653	3	1	2	383	1	1	12535.1549298	12492.0147883	1	1	1	1	1	11.2152697082	1	1	1	1
7654	4	1	2	383	1	1	12527.176285	12489.6877559	1	1	1	1	1	11.8602398588	1	1	1	1
7655	5	1	2	383	1	1	12514.158576	12496.6260315	1	1	1	1	1	7.75361185315	1	1	1	1
7656	6	1	2	383	1	1	12531.008074	12493.9363502	1	1	1	1	1	10.3471482994	1	1	1	1
7657	7	1	2	383	1	1	12534.6683453	12495.30647	1	1	1	1	1	11.1146829271	1	1	1	1
7658	8	1	2	383	1	1	12500.4841955	12505.9815323	1	1	1	1	1	7.8493432066	1	1	1	1
7659	9	1	2	383	1	1	12518.9025613	12502.5475318	1	1	1	1	1	7.44111475515	1	1	1	1
7660	10	1	2	383	1	1	12512.4918131	12506.5867422	1	1	1	1	1	10.6614324578	1	1	1	1
7661	1	1	1	384	1	1	12493.4547464	12501.7691063	1	1	1	1	1	9.20598861386	1	1	1	1
7662	2	1	1	384	1	1	12508.8956355	12495.2881092	1	1	1	1	1	9.7571758052	1	1	1	1
7663	3	1	1	384	1	1	12484.8958566	12509.9990033	1	1	1	1	1	11.6666157568	1	1	1	1
7664	4	1	1	384	1	1	12506.8774596	12494.4313514	1	1	1	1	1	8.3502023926	1	1	1	1
7665	5	1	1	384	1	1	12501.9856504	12497.0368189	1	1	1	1	1	7.99857012917	1	1	1	1
7666	6	1	1	384	1	1	12493.6053728	12510.903309	1	1	1	1	1	8.93605653833	1	1	1	1
7667	7	1	1	384	1	1	12517.7118766	12500.5679529	1	1	1	1	1	11.1682650565	1	1	1	1
7668	8	1	1	384	1	1	12510.1684657	12502.9486588	1	1	1	1	1	9.63971625952	1	1	1	1
7669	9	1	1	384	1	1	12483.2134904	12494.5246927	1	1	1	1	1	9.89799568731	1	1	1	1
7670	10	1	1	384	1	1	12494.4604655	12514.0759611	1	1	1	1	1	9.05980379754	1	1	1	1
7671	1	1	2	384	1	1	12519.606878	12497.6756339	1	1	1	1	1	6.47262773964	1	1	1	1
7672	2	1	2	384	1	1	12521.1463932	12501.2219425	1	1	1	1	1	12.6597452556	1	1	1	1
7673	3	1	2	384	1	1	12502.4097148	12515.4842764	1	1	1	1	1	9.95752403474	1	1	1	1
7674	4	1	2	384	1	1	12511.0434072	12512.8496775	1	1	1	1	1	9.3053220945	1	1	1	1
7675	5	1	2	384	1	1	12510.9878652	12496.2849859	1	1	1	1	1	13.138940362	1	1	1	1
7676	6	1	2	384	1	1	12511.2312802	12501.9244873	1	1	1	1	1	10.0242919143	1	1	1	1
7677	7	1	2	384	1	1	12507.6366732	12494.1542339	1	1	1	1	1	16.8505897573	1	1	1	1
7678	8	1	2	384	1	1	12530.8999816	12479.9325211	1	1	1	1	1	12.1298528599	1	1	1	1
7679	9	1	2	384	1	1	12527.2590629	12508.4479985	1	1	1	1	1	6.77284834007	1	1	1	1
7680	10	1	2	384	1	1	12506.401097	12507.3542382	1	1	1	1	1	9.37106621899	1	1	1	1
7681	1	1	1	385	1	1	12490.3489801	12498.6143106	1	1	1	1	1	9.59972638059	1	1	1	1
7682	2	1	1	385	1	1	12509.6955673	12489.7237173	1	1	1	1	1	12.7989632349	1	1	1	1
7683	3	1	1	385	1	1	12503.7914572	12505.1100324	1	1	1	1	1	10.5409997678	1	1	1	1
7684	4	1	1	385	1	1	12493.4148058	12511.7442448	1	1	1	1	1	10.5000698359	1	1	1	1
7685	5	1	1	385	1	1	12526.4074499	12488.2479439	1	1	1	1	1	12.3479295593	1	1	1	1
7686	6	1	1	385	1	1	12516.518437	12485.7912507	1	1	1	1	1	10.3764462656	1	1	1	1
7687	7	1	1	385	1	1	12503.821258	12496.5233408	1	1	1	1	1	12.5064058725	1	1	1	1
7688	8	1	1	385	1	1	12501.3026713	12512.7088518	1	1	1	1	1	8.99087539509	1	1	1	1
7689	9	1	1	385	1	1	12495.4629529	12492.9037776	1	1	1	1	1	7.37458724584	1	1	1	1
7690	10	1	1	385	1	1	12496.2037213	12508.8867191	1	1	1	1	1	9.92118355182	1	1	1	1
7691	1	1	2	385	1	1	12523.6866056	12499.9020779	1	1	1	1	1	10.7025943226	1	1	1	1
7692	2	1	2	385	1	1	12511.2040167	12485.2637832	1	1	1	1	1	9.54572882557	1	1	1	1
7693	3	1	2	385	1	1	12529.7806446	12522.9146096	1	1	1	1	1	13.2726181228	1	1	1	1
7694	4	1	2	385	1	1	12515.8988508	12501.373952	1	1	1	1	1	4.85328951919	1	1	1	1
7695	5	1	2	385	1	1	12506.6074807	12482.8947418	1	1	1	1	1	11.5709001329	1	1	1	1
7696	6	1	2	385	1	1	12516.2773044	12510.6252177	1	1	1	1	1	10.5225511662	1	1	1	1
7697	7	1	2	385	1	1	12541.1942209	12494.0760921	1	1	1	1	1	11.5377035401	1	1	1	1
7698	8	1	2	385	1	1	12513.3246479	12509.3379821	1	1	1	1	1	9.76672370522	1	1	1	1
7699	9	1	2	385	1	1	12528.5895658	12495.982398	1	1	1	1	1	7.62782197381	1	1	1	1
7700	10	1	2	385	1	1	12519.5622686	12505.6377537	1	1	1	1	1	11.9451400258	1	1	1	1
